name,voltage_class,lat,lon
MV/LV Substation GR***096Z,LV,53.3406105,-6.44633722
MV/LV Substation JO***097Z,LV,53.3418045,-6.44351625
MV/LV Substation KY***098,LV,53.3374176,-6.34726048
MV/LV Substation S ***098Z,LV,53.35667801,-6.40606976
MV/LV Substation CH***099,LV,53.3475647,-6.34263325
MV/LV Substation CO***099Y,LV,53.36424637,-6.49978399
MV/LV Substation MA***099Z,LV,53.34860229,-6.34445477
MV/LV Substation BA***101,LV,53.34130859,-6.33301115
MV/LV Substation FF***101Z,LV,53.34818649,-6.42575884
MV/LV Substation MT***102Z,LV,53.35560608,-6.41132164
MV/LV Substation LI***103Z,LV,53.35250092,-6.41223335
MV/LV Substation SI***105Z,LV,53.29787827,-6.43375969
MV/LV Substation SH***106,LV,53.33615875,-6.33815098
MV/LV Substation LA***106Z,LV,53.35316467,-6.41971779
MV/LV Substation CA***107Z,LV,53.3717308,-6.39022684
MV/LV Substation PA***108,LV,53.3538208,-6.3694849
MV/LV Substation ME***108Z,LV,53.31961823,-6.43994188
MV/LV Substation HI***109,LV,53.34943008,-6.46459293
MV/LV Substation HA***109Z,LV,53.33753204,-6.44044399
MV/LV Substation WE***110,LV,53.3316803,-6.39763498
MV/LV Substation PA***110Z,LV,53.3303299,-6.37413406
MV/LV Substation CO***111Y,LV,53.37082672,-6.48670626
MV/LV Substation PA***111Z,LV,53.33034897,-6.37405825
MV/LV Substation PA***112Z,LV,53.33021927,-6.371346
MV/LV Substation TD***114Z,LV,53.32028961,-6.43985748
MV/LV Substation GR***115Z,LV,53.33986282,-6.43930769
MV/LV Substation BA***116,LV,53.34273148,-6.35321093
MV/LV Substation B.***116Z,LV,53.33476639,-6.36662388
MV/LV Substation CL***118X,LV,53.34488678,-6.36691284
MV/LV Substation MT***118Y,LV,53.37347794,-6.49520683
MV/LV Substation CA***118Z,LV,53.3215065,-6.42561579
MV/LV Substation O ***119,LV,53.34119415,-6.33756495
MV/LV Substation MO***119Z,LV,53.32089233,-6.38064575
MV/LV Substation ST***121,LV,53.36746597,-6.47105074
MV/LV Substation OL***122Z,LV,53.33821869,-6.43510437
MV/LV Substation TH***123Z,LV,53.35566711,-6.45211267
MV/LV Substation ST***124,LV,53.3462944,-6.34445429
MV/LV Substation IR***124X,LV,53.34937668,-6.35100269
MV/LV Substation AV***124Z,LV,53.35251999,-6.40763664
MV/LV Substation DU***125Z,LV,53.34746933,-6.4528451
MV/LV Substation WI***126Z,LV,53.32529068,-6.36230326
MV/LV Substation ES***127Z,LV,53.34581375,-6.37025595
MV/LV Substation GL***128Y,LV,53.37023163,-6.47858429
MV/LV Substation HU***128Z,LV,53.29670334,-6.43519783
MV/LV Substation PE***129,LV,53.35646439,-6.44640636
MV/LV Substation KI***129Z,LV,53.33317566,-6.45845175
MV/LV Substation CL***130,LV,53.34204865,-6.36628532
MV/LV Substation CA***130Z,LV,53.37427902,-6.36359406
MV/LV Substation SI***132Z,LV,53.31903076,-6.38118172
MV/LV Substation ST***133Z,LV,53.31479645,-6.40102911
MV/LV Substation DE***136Z,LV,53.37353134,-6.34909248
MV/LV Substation BE***137,LV,53.35074997,-6.35329247
MV/LV Substation HI***137X,LV,53.34949875,-6.44915247
MV/LV Substation PA***137Z,LV,53.37046814,-6.34776878
MV/LV Substation TH***138Z,LV,53.33888245,-6.44688034
MV/LV Substation CA***139Y,LV,53.36334229,-6.4831562
MV/LV Substation GO***140,LV,53.34563828,-6.36015654
MV/LV Substation CH***140Z,LV,53.33492279,-6.37413931
MV/LV Substation RO***141Z,LV,53.33777237,-6.43867874
MV/LV Substation LY***142,LV,53.34257126,-6.34488392
MV/LV Substation MO***142Z,LV,53.35447693,-6.39816189
MV/LV Substation JF***143Z,LV,53.32791519,-6.35778999
MV/LV Substation OA***144Z,LV,53.32631683,-6.37244034
MV/LV Substation ST***145,LV,53.35870361,-6.4485631
MV/LV Substation NA***145Z,LV,53.35239029,-6.4073863
MV/LV Substation CI***146Z,LV,53.34360886,-6.36133099
MV/LV Substation MO***147Y,LV,53.37414551,-6.49887991
MV/LV Substation PA***147Z,LV,53.32962799,-6.37657738
MV/LV Substation BA***148Z,LV,53.31889343,-6.44242954
MV/LV Substation KI***149X,LV,53.33272171,-6.35313177
MV/LV Substation MC***150,LV,53.3362999,-6.3456974
MV/LV Substation CH***150X,LV,53.35197449,-6.43993139
MV/LV Substation CU***151,LV,53.35096359,-6.36363173
MV/LV Substation CL***151X,LV,53.33914948,-6.36785269
MV/LV Substation WH***152,LV,53.3488884,-6.3690424
MV/LV Substation WO***152X,LV,53.35406876,-6.46121216
MV/LV Substation CE***152Z,LV,53.32325363,-6.3684597
MV/LV Substation PA***153Z,LV,53.33060455,-6.3638711
MV/LV Substation PA***154Z,LV,53.32949448,-6.37080336
MV/LV Substation CO***155,LV,53.33491516,-6.34351397
MV/LV Substation PA***158Z,LV,53.3724556,-6.38124418
MV/LV Substation RA***159,LV,53.34340286,-6.33043671
MV/LV Substation RO***160,LV,53.3449707,-6.35393572
MV/LV Substation RO***161,LV,53.3469429,-6.35372448
MV/LV Substation LI***162Z,LV,53.34985352,-6.41534996
MV/LV Substation TU***163Z,LV,53.33621597,-6.44340467
MV/LV Substation TU***164Z,LV,53.33595276,-6.43848991
MV/LV Substation CA***165Z,LV,53.32135391,-6.42293501
MV/LV Substation FF***167Z,LV,53.34960938,-6.42597675
MV/LV Substation GA***168,LV,53.34047318,-6.34272814
MV/LV Substation FI***168Z,LV,53.35224152,-6.40713644
MV/LV Substation ME***170,LV,53.33167648,-6.39382267
MV/LV Substation F.***171Z,LV,53.32696915,-6.34392691
MV/LV Substation RO***172X,LV,53.3574295,-6.43297338
MV/LV Substation SA***173Z,LV,53.34305191,-6.33417416
MV/LV Substation BA***175Z,LV,53.33491135,-6.37721729
MV/LV Substation ST***176,LV,53.36745071,-6.4831605
MV/LV Substation ST***176X,LV,53.33944321,-6.40495634
MV/LV Substation CO***176Z,LV,53.31969452,-6.36067152
MV/LV Substation ST***177X,LV,53.33933258,-6.40197277
MV/LV Substation CH***179X,LV,53.34630585,-6.37148333
MV/LV Substation CL***179Z,LV,53.32280731,-6.39513111
MV/LV Substation DR***180,LV,53.3454628,-6.363482
MV/LV Substation CA***180X,LV,53.34779358,-6.35137939
MV/LV Substation FE***180Z,LV,53.37287521,-6.40172338
MV/LV Substation SP***181,LV,53.34087753,-6.3713603
MV/LV Substation FE***181Z,LV,53.37212372,-6.40277338
MV/LV Substation IN***182,LV,53.33981323,-6.36320305
MV/LV Substation AI***182X,LV,53.35096359,-6.4693737
MV/LV Substation FE***182Z,LV,53.37298965,-6.40436363
MV/LV Substation FE***183Z,LV,53.37398148,-6.40398121
MV/LV Substation QU***184X,LV,53.34113312,-6.35331774
MV/LV Substation FE***184Z,LV,53.37372589,-6.40236759
MV/LV Substation AD***185Z,LV,53.35564423,-6.44983053
MV/LV Substation EQ***186Z,LV,53.33784866,-6.38112926
MV/LV Substation PA***187Z,LV,53.33258438,-6.37536907
MV/LV Substation RE***188,LV,53.33549118,-6.34751511
MV/LV Substation ST***188X,LV,53.33899689,-6.38572502
MV/LV Substation WE***188Z,LV,53.32598877,-6.36277199
MV/LV Substation VO***190,LV,53.34523392,-6.35222864
MV/LV Substation HA***190X,LV,53.37578201,-6.35710526
MV/LV Substation LU***191,LV,53.35666275,-6.44096184
MV/LV Substation BE***191X,LV,53.37734604,-6.36162853
MV/LV Substation DA***191Z,LV,53.32290649,-6.34456491
MV/LV Substation LU***192,LV,53.3580513,-6.43669033
MV/LV Substation CA***192X,LV,53.37368774,-6.35971022
MV/LV Substation LU***193,LV,53.35707855,-6.3797245
MV/LV Substation CA***193X,LV,53.3772049,-6.35876322
MV/LV Substation PA***193Z,LV,53.33380127,-6.35667753
MV/LV Substation ST***194X,LV,53.34389877,-6.40073586
MV/LV Substation EU***194Z,LV,53.33504868,-6.35787582
MV/LV Substation LI***195Z,LV,53.34956741,-6.41803408
MV/LV Substation CL***196X,LV,53.3346405,-6.39300537
MV/LV Substation BL***196Z,LV,53.33174133,-6.34414721
MV/LV Substation ME***197X,LV,53.33350754,-6.38840961
MV/LV Substation NE***197Z,LV,53.30793762,-6.40757132
MV/LV Substation CH***198X,LV,53.34669495,-6.37809134
MV/LV Substation NE***198Z,LV,53.30917358,-6.40797567
MV/LV Substation CH***199X,LV,53.34565735,-6.37517214
MV/LV Substation JO***199Y,LV,53.35600662,-6.49136209
MV/LV Substation ST***201X,LV,53.34526062,-6.40032434
MV/LV Substation BA***202,LV,53.34202957,-6.35772753
MV/LV Substation BA***202Y,LV,53.34568787,-6.49400902
MV/LV Substation ES***203Z,LV,53.35484314,-6.43170118
MV/LV Substation KN***204Z,LV,53.34700012,-6.34681463
MV/LV Substation BA***205Z,LV,53.32460403,-6.4140501
MV/LV Substation MT***206Z,LV,53.35631943,-6.4122715
MV/LV Substation BA***207,LV,53.33979034,-6.35356474
MV/LV Substation MO***207Z,LV,53.35845184,-6.41250753
MV/LV Substation TH***208,LV,53.34083939,-6.34763861
MV/LV Substation SC***208X,LV,53.33265305,-6.35600138
MV/LV Substation EL***209X,LV,53.35268402,-6.38170862
MV/LV Substation LI***209Z,LV,53.35512924,-6.39444256
MV/LV Substation ES***210X,LV,53.35224152,-6.43287802
MV/LV Substation LI***210Z,LV,53.35437775,-6.39607763
MV/LV Substation ST***211Y,LV,53.3355484,-6.49995089
MV/LV Substation PA***212X,LV,53.37508392,-6.36446524
MV/LV Substation B ***212Z,LV,53.34774399,-6.38863802
MV/LV Substation WH***214X,LV,53.34262466,-6.39138412
MV/LV Substation MI***214Z,LV,53.32516479,-6.40086603
MV/LV Substation PA***215X,LV,53.33601761,-6.39466524
MV/LV Substation DR***215Z,LV,53.3514328,-6.41978216
MV/LV Substation PA***216X,LV,53.33707047,-6.3915329
MV/LV Substation GR***216Z,LV,53.33028793,-6.43898201
MV/LV Substation PA***217X,LV,53.34872437,-6.37862968
MV/LV Substation GR***217Z,LV,53.34076691,-6.43356943
MV/LV Substation PA***218X,LV,53.34954834,-6.38187218
MV/LV Substation OA***219X,LV,53.34909439,-6.37615299
MV/LV Substation WE***221X,LV,53.3375206,-6.34482431
MV/LV Substation PA***221Z,LV,53.33116913,-6.35916567
MV/LV Substation KE***222,LV,53.35566711,-6.46815395
MV/LV Substation ST***222X,LV,53.34673691,-6.40136528
MV/LV Substation SA***223,LV,53.35739899,-6.44449472
MV/LV Substation OC***223X,LV,53.33070374,-6.39300346
MV/LV Substation PA***223Z,LV,53.35059738,-6.38171244
MV/LV Substation BA***224,LV,53.35948181,-6.43189144
MV/LV Substation CE***224Z,LV,53.3368454,-6.37954569
MV/LV Substation CL***225X,LV,53.33024216,-6.39006376
MV/LV Substation CE***225Z,LV,53.33683395,-6.3799367
MV/LV Substation CE***226Z,LV,53.33538055,-6.38074255
MV/LV Substation CA***227X,LV,53.36878586,-6.36921358
MV/LV Substation CE***227Z,LV,53.33658981,-6.38308382
MV/LV Substation CO***228X,LV,53.37206268,-6.36558771
MV/LV Substation PA***228Z,LV,53.33180618,-6.37088013
MV/LV Substation PA***229Z,LV,53.33060837,-6.37076092
MV/LV Substation PA***230Z,LV,53.33164215,-6.37268782
MV/LV Substation FA***231X,LV,53.3649559,-6.36300516
MV/LV Substation LU***232Z,LV,53.33185196,-6.45690823
MV/LV Substation BO***234Z,LV,53.31970596,-6.43360567
MV/LV Substation EL***235Z,LV,53.32661438,-6.39422274
MV/LV Substation ST***236X,LV,53.37308884,-6.35660791
MV/LV Substation KN***242X,LV,53.36716843,-6.37447357
MV/LV Substation GR***242Z,LV,53.32862854,-6.43029165
MV/LV Substation BA***245Z,LV,53.33993912,-6.35214758
MV/LV Substation LI***246Z,LV,53.35238266,-6.41623259
MV/LV Substation ST***247X,LV,53.3626442,-6.386168
MV/LV Substation LA***250Z,LV,53.36190796,-6.45385456
MV/LV Substation LA***251Z,LV,53.36215973,-6.45180225
MV/LV Substation LA***252Z,LV,53.36388397,-6.44828463
MV/LV Substation AS***253X,LV,53.36965561,-6.39831305
MV/LV Substation CO***255X,LV,53.36287689,-6.3979969
MV/LV Substation BR***257X,LV,53.36905289,-6.41699648
MV/LV Substation HE***260X,LV,53.36413956,-6.4097724
MV/LV Substation FI***260Z,LV,53.3443718,-6.44596052
MV/LV Substation LU***262X,LV,53.37356186,-6.43194485
MV/LV Substation FF***262Z,LV,53.35051346,-6.42564297
MV/LV Substation GR***267X,LV,53.32802582,-6.45571041
MV/LV Substation LA***271Z,LV,53.36884308,-6.44401789
MV/LV Substation KY***272,LV,53.33369827,-6.35034657
MV/LV Substation BU***272Z,LV,53.3399353,-6.41897583
MV/LV Substation WE***273Z,LV,53.34872055,-6.34515619
MV/LV Substation WE***274Z,LV,53.34869385,-6.34517241
MV/LV Substation TH***275X,LV,53.37635422,-6.37203503
MV/LV Substation PE***275Z,LV,53.32064819,-6.48141432
MV/LV Substation CH***278X,LV,53.34534836,-6.37706089
MV/LV Substation ST***279,LV,53.35607529,-6.36821222
MV/LV Substation TH***279X,LV,53.3770752,-6.37606478
MV/LV Substation LE***279Z,LV,53.37235641,-6.48608112
MV/LV Substation KN***280Z,LV,53.35048294,-6.3510952
MV/LV Substation ST***281,LV,53.34937286,-6.35854149
MV/LV Substation ES***281Z,LV,53.35409546,-6.44342852
MV/LV Substation CR***282X,LV,53.35720062,-6.3743577
MV/LV Substation LV***282Z,LV,53.3544693,-6.40304327
MV/LV Substation PA***283,LV,53.35244751,-6.35980511
MV/LV Substation FA***283X,LV,53.36157227,-6.36538839
MV/LV Substation WH***284,LV,53.34987259,-6.37463665
MV/LV Substation GL***284X,LV,53.35573959,-6.35424137
MV/LV Substation GL***285X,LV,53.35915375,-6.36151505
MV/LV Substation BE***289,LV,53.35301208,-6.35206366
MV/LV Substation LU***289X,LV,53.35611725,-6.39242268
MV/LV Substation TH***290Z,LV,53.32415771,-6.394135
MV/LV Substation TH***291X,LV,53.37595367,-6.37615252
MV/LV Substation PA***293X,LV,53.35228729,-6.3769474
MV/LV Substation TH***293Z,LV,53.32410431,-6.39410686
MV/LV Substation RI***294Y,LV,53.36676025,-6.4869709
MV/LV Substation CO***294Z,LV,53.36909866,-6.37303305
MV/LV Substation CH***295X,LV,53.34447098,-6.37047243
MV/LV Substation CO***295Z,LV,53.37126923,-6.3706212
MV/LV Substation NE***296X,LV,53.33888245,-6.39647961
MV/LV Substation CO***296Z,LV,53.37119293,-6.36840057
MV/LV Substation CO***297Z,LV,53.37276459,-6.37284803
MV/LV Substation BE***299Z,LV,53.35646439,-6.43619299
MV/LV Substation BE***300Z,LV,53.35364914,-6.43727207
MV/LV Substation DE***301Z,LV,53.35653305,-6.39870024
MV/LV Substation LI***302Z,LV,53.35361862,-6.41385889
MV/LV Substation CO***306Z,LV,53.34748459,-6.39061546
MV/LV Substation WO***307X,LV,53.3519783,-6.46499729
MV/LV Substation RO***308X,LV,53.34682083,-6.36095238
MV/LV Substation HA***308Z,LV,53.3373909,-6.45014763
MV/LV Substation WO***310X,LV,53.35199356,-6.37069607
MV/LV Substation PH***310Z,LV,53.35242462,-6.40867662
MV/LV Substation LA***311X,LV,53.36571884,-6.44641495
MV/LV Substation MO***312X,LV,53.33584976,-6.39813948
MV/LV Substation RO***313X,LV,53.3416748,-6.40247059
MV/LV Substation KI***313Z,LV,53.31659317,-6.39754057
MV/LV Substation RO***314X,LV,53.3419342,-6.40689039
MV/LV Substation CO***315X,LV,53.33737946,-6.34320831
MV/LV Substation CO***315Z,LV,53.36353302,-6.48894787
MV/LV Substation LO***316X,LV,53.34727859,-6.35527325
MV/LV Substation DR***317X,LV,53.34606552,-6.3682642
MV/LV Substation NE***317Z,LV,53.29585266,-6.49130869
MV/LV Substation NE***318Z,LV,53.29825592,-6.49074411
MV/LV Substation KI***319X,LV,53.33293915,-6.35403872
MV/LV Substation MI***319Z,LV,53.36214828,-6.44339037
MV/LV Substation MI***322X,LV,53.356884,-6.36089659
MV/LV Substation WO***323X,LV,53.35382843,-6.37809038
MV/LV Substation WO***324X,LV,53.35430527,-6.37998009
MV/LV Substation PA***331Z,LV,53.34696198,-6.36417532
MV/LV Substation AL***333Z,LV,53.35226059,-6.40579939
MV/LV Substation SE***336Z,LV,53.34196091,-6.3269043
MV/LV Substation A ***337X,LV,53.34706879,-6.44195795
MV/LV Substation SE***337Z,LV,53.34199905,-6.32763863
MV/LV Substation A ***338X,LV,53.34628296,-6.44095039
MV/LV Substation A ***340X,LV,53.34570694,-6.44302845
MV/LV Substation RO***341Z,LV,53.34435272,-6.39779043
MV/LV Substation A ***342X,LV,53.34445572,-6.44197798
MV/LV Substation ME***343Z,LV,53.34063721,-6.41408539
MV/LV Substation BR***344Z,LV,53.29886246,-6.41909885
MV/LV Substation PR***347X,LV,53.35427856,-6.45172787
MV/LV Substation CH***349X,LV,53.35252762,-6.45820379
MV/LV Substation KI***350Z,LV,53.31035995,-6.46623611
MV/LV Substation FI***351X,LV,53.3403511,-6.46443892
MV/LV Substation NE***351Z,LV,53.36880875,-6.48743916
MV/LV Substation SP***352X,LV,53.33526993,-6.45713043
MV/LV Substation AR***353Z,LV,53.32705688,-6.38315916
MV/LV Substation AR***354Z,LV,53.32704926,-6.38321924
MV/LV Substation KI***359Z,LV,53.30360031,-6.41707897
MV/LV Substation OA***360X,LV,53.34871292,-6.37250328
MV/LV Substation KI***360Z,LV,53.33341599,-6.43155718
MV/LV Substation TH***361X,LV,53.37884903,-6.3709631
MV/LV Substation KI***361Z,LV,53.3009491,-6.41647196
MV/LV Substation LA***362X,LV,53.37919998,-6.37437582
MV/LV Substation RA***362Z,LV,53.32338715,-6.42311525
MV/LV Substation LA***363X,LV,53.37952805,-6.37795544
MV/LV Substation RA***363Z,LV,53.32424164,-6.42474937
MV/LV Substation LA***364X,LV,53.37911987,-6.38028526
MV/LV Substation HA***365X,LV,53.34564209,-6.39600039
MV/LV Substation HA***366X,LV,53.34693909,-6.39563608
MV/LV Substation MO***366Z,LV,53.33440781,-6.40064049
MV/LV Substation PE***368X,LV,53.33226776,-6.38636971
MV/LV Substation OA***369X,LV,53.34845352,-6.37000513
MV/LV Substation TO***369Z,LV,53.36520767,-6.38883543
MV/LV Substation LI***371X,LV,53.3433609,-6.39796305
MV/LV Substation GR***372Z,LV,53.30882645,-6.4399457
MV/LV Substation TH***373X,LV,53.3759346,-6.37942934
MV/LV Substation MO***374X,LV,53.35930252,-6.35791969
MV/LV Substation CA***375X,LV,53.37732697,-6.37081099
MV/LV Substation CR***376X,LV,53.33200455,-6.39217377
MV/LV Substation RA***376Y,LV,53.36404419,-6.48753262
MV/LV Substation CR***378Z,LV,53.3221283,-6.36572599
MV/LV Substation SP***379X,LV,53.35543442,-6.46273994
MV/LV Substation MO***379Z,LV,53.31860352,-6.3709631
MV/LV Substation RO***380Z,LV,53.34093475,-6.4156661
MV/LV Substation RO***381Z,LV,53.34090042,-6.41706371
MV/LV Substation WE***382Z,LV,53.34607697,-6.39883709
MV/LV Substation SO***383Z,LV,53.3653717,-6.39501858
MV/LV Substation PA***385X,LV,53.37319946,-6.36850405
MV/LV Substation OA***386X,LV,53.34480286,-6.39241314
MV/LV Substation PH***386Z,LV,53.37342072,-6.33706093
MV/LV Substation IS***387X,LV,53.34259796,-6.38279629
MV/LV Substation SP***387Y,LV,53.3602066,-6.4790163
MV/LV Substation PH***387Z,LV,53.37278748,-6.33495188
MV/LV Substation MO***388X,LV,53.33721161,-6.39519072
MV/LV Substation CO***388Y,LV,53.36137009,-6.48273039
MV/LV Substation CH***388Z,LV,53.33721161,-6.37321138
MV/LV Substation LE***389Y,LV,53.36050797,-6.48926497
MV/LV Substation PH***390X,LV,53.37813187,-6.35430956
MV/LV Substation GR***390Z,LV,53.31689072,-6.35591745
MV/LV Substation CR***391X,LV,53.33662033,-6.36350536
MV/LV Substation CO***391Z,LV,53.32928085,-6.45275307
MV/LV Substation CR***392X,LV,53.33793259,-6.3669982
MV/LV Substation PA***393X,LV,53.34598541,-6.38073111
MV/LV Substation CR***394X,LV,53.33740234,-6.37029171
MV/LV Substation RO***394Z,LV,53.32843399,-6.39537048
MV/LV Substation DA***395X,LV,53.3559494,-6.38795328
MV/LV Substation SH***395Z,LV,53.31829453,-6.37523699
MV/LV Substation ME***396Z,LV,53.33960342,-6.41418409
MV/LV Substation NO***398X,LV,53.35163879,-6.34677029
MV/LV Substation WO***398Z,LV,53.35358047,-6.46044874
MV/LV Substation WH***399Z,LV,53.36795807,-6.36328077
MV/LV Substation ST***400X,LV,53.36036301,-6.43615532
MV/LV Substation WH***400Z,LV,53.36779404,-6.3610034
MV/LV Substation OR***4010,LV,53.36353302,-6.34661007
MV/LV Substation NE***4011,LV,53.38093185,-6.35704231
MV/LV Substation NE***4019,LV,53.33808136,-6.40189934
MV/LV Substation HS***4021,LV,53.34283829,-6.37133074
MV/LV Substation HA***4028,LV,53.33590698,-6.45368433
MV/LV Substation GR***402X,LV,53.34924698,-6.39957428
MV/LV Substation AR***402Z,LV,53.35515594,-6.45928049
MV/LV Substation GR***403X,LV,53.35046387,-6.39984417
MV/LV Substation LI***4041,LV,53.34857941,-6.42370176
MV/LV Substation TE***4045,LV,53.35028076,-6.38812208
MV/LV Substation CL***4049,LV,53.33626175,-6.4265132
MV/LV Substation LA***404Z,LV,53.35366058,-6.41696596
MV/LV Substation CH***4059,LV,53.34455109,-6.37773705
MV/LV Substation GL***405X,LV,53.35549927,-6.38253307
MV/LV Substation SO***405Z,LV,53.36680984,-6.40306234
MV/LV Substation HO***406Z,LV,53.35743332,-6.35648966
MV/LV Substation ST***4073,LV,53.3420105,-6.41937971
MV/LV Substation BR***4075,LV,53.37417984,-6.37519836
MV/LV Substation CL***407X,LV,53.33455658,-6.39024639
MV/LV Substation TO***407Z,LV,53.33773804,-6.41779613
MV/LV Substation HO***4085,LV,53.32108307,-6.36743212
MV/LV Substation RO***4087,LV,53.36355591,-6.4521575
MV/LV Substation LI***4089,LV,53.35219193,-6.39515352
MV/LV Substation LU***408X,LV,53.35098648,-6.47402859
MV/LV Substation AN***4093,LV,53.34589005,-6.3504014
MV/LV Substation HA***4094,LV,53.33031464,-6.38878489
MV/LV Substation MA***4098,LV,53.3504982,-6.3501482
MV/LV Substation RO***409X,LV,53.33778381,-6.40576887
MV/LV Substation DI***4100,LV,53.36725235,-6.38725567
MV/LV Substation PR***4102,LV,53.31734085,-6.45707178
MV/LV Substation GR***410X,LV,53.34872437,-6.39589977
MV/LV Substation FO***410Z,LV,53.34606552,-6.41008472
MV/LV Substation TO***4111,LV,53.35473633,-6.40073538
MV/LV Substation BA***4114,LV,53.318573,-6.44803858
MV/LV Substation PE***4115,LV,53.31778336,-6.47797489
MV/LV Substation GR***411X,LV,53.35008621,-6.39494753
MV/LV Substation AV***411Y,LV,53.36966324,-6.4848094
MV/LV Substation WE***411Z,LV,53.35671997,-6.4902854
MV/LV Substation ST***4124,LV,53.33761978,-6.46714926
MV/LV Substation MI***4126,LV,53.33482361,-6.39544582
MV/LV Substation CH***412X,LV,53.34805298,-6.3473897
MV/LV Substation PH***4131,LV,53.37220764,-6.33909178
MV/LV Substation ST***4132,LV,53.34391785,-6.34604788
MV/LV Substation CH***4134,LV,53.34007263,-6.37891293
MV/LV Substation CA***4135,LV,53.30017853,-6.49721622
MV/LV Substation RO***4138,LV,53.34459686,-6.39446306
MV/LV Substation CH***4139,LV,53.33872986,-6.37268829
MV/LV Substation KY***413Z,LV,53.33564377,-6.35153246
MV/LV Substation AL***4140,LV,53.36329651,-6.49373341
MV/LV Substation SH***4141,LV,53.34766388,-6.46913147
MV/LV Substation SH***4142,LV,53.34710312,-6.47101355
MV/LV Substation ST***4143,LV,53.35639191,-6.41106701
MV/LV Substation CO***4145,LV,53.34440994,-6.35033846
MV/LV Substation LE***4148,LV,53.33580017,-6.40242004
MV/LV Substation AU***414X,LV,53.37846756,-6.35839939
MV/LV Substation SO***4156,LV,53.34234238,-6.45315123
MV/LV Substation SO***4157,LV,53.34354401,-6.45355797
MV/LV Substation PA***415Z,LV,53.35579681,-6.41341734
MV/LV Substation ST***4160,LV,53.34059525,-6.4659915
MV/LV Substation ST***4161,LV,53.34210968,-6.46566677
MV/LV Substation GR***4162,LV,53.31632233,-6.45052099
MV/LV Substation DR***4164,LV,53.35456848,-6.4015379
MV/LV Substation OA***4165,LV,53.32383728,-6.36858749
MV/LV Substation CA***4166,LV,53.3734169,-6.36086273
MV/LV Substation HE***4168,LV,53.33351135,-6.36102724
MV/LV Substation SH***416X,LV,53.3532486,-6.40289354
MV/LV Substation SH***4173,LV,53.34658813,-6.46783352
MV/LV Substation SH***4174,LV,53.34550095,-6.47231722
MV/LV Substation LI***4176,LV,53.35297775,-6.39212036
MV/LV Substation GA***4177,LV,53.34685516,-6.4608264
MV/LV Substation HA***4179,LV,53.34788895,-6.474154
MV/LV Substation SH***417X,LV,53.35138702,-6.40215254
MV/LV Substation GA***4181,LV,53.34801483,-6.46374273
MV/LV Substation PH***4185,LV,53.37349701,-6.34400034
MV/LV Substation ST***4190,LV,53.3403511,-6.46862793
MV/LV Substation LU***4193,LV,53.34808731,-6.43800116
MV/LV Substation CA***4195,LV,53.33918762,-6.45296526
MV/LV Substation KI***4196,LV,53.33266068,-6.35807276
MV/LV Substation GR***4200,LV,53.32497406,-6.46995926
MV/LV Substation MI***4203,LV,53.33428955,-6.39515066
MV/LV Substation LI***4204,LV,53.35370636,-6.39015532
MV/LV Substation CH***420Z,LV,53.35926819,-6.44026613
MV/LV Substation HE***4211,LV,53.35919952,-6.43154144
MV/LV Substation LI***4213,LV,53.34557343,-6.47441721
MV/LV Substation SU***4214,LV,53.36507416,-6.3882246
MV/LV Substation SH***4217,LV,53.3441658,-6.46762037
MV/LV Substation SP***4218,LV,53.34796906,-6.34009457
MV/LV Substation NE***421X,LV,53.34162903,-6.39547539
MV/LV Substation WE***421Z,LV,53.35329437,-6.49359035
MV/LV Substation ST***4220,LV,53.34462357,-6.40512323
MV/LV Substation TA***4221,LV,53.34475708,-6.4575386
MV/LV Substation AY***4222,LV,53.29951859,-6.4933691
MV/LV Substation LI***4224,LV,53.35373306,-6.39019966
MV/LV Substation KI***4226,LV,53.3162117,-6.42614079
MV/LV Substation KI***4227,LV,53.31827164,-6.42650032
MV/LV Substation KI***4228,LV,53.31785965,-6.42235851
MV/LV Substation KI***4229,LV,53.31657028,-6.42158079
MV/LV Substation ES***422X,LV,53.3506279,-6.43865919
MV/LV Substation TH***422Z,LV,53.35053635,-6.41044426
MV/LV Substation KI***4230,LV,53.31697464,-6.4199605
MV/LV Substation KI***4231,LV,53.31497574,-6.41829348
MV/LV Substation KI***4232,LV,53.314888,-6.42195797
MV/LV Substation KI***4233,LV,53.31551361,-6.42519093
MV/LV Substation SO***4234,LV,53.34560394,-6.45654678
MV/LV Substation GR***4237,LV,53.29824066,-6.49660921
MV/LV Substation GR***4238,LV,53.29742813,-6.49936771
MV/LV Substation SO***4239,LV,53.34712982,-6.45560598
MV/LV Substation PA***423X,LV,53.37456131,-6.36690426
MV/LV Substation VA***423Z,LV,53.36671829,-6.48069239
MV/LV Substation AI***4240,LV,53.34323883,-6.46753311
MV/LV Substation OP***4242,LV,53.33844757,-6.49567509
MV/LV Substation KY***4245,LV,53.33462906,-6.34238434
MV/LV Substation PA***424X,LV,53.37612534,-6.36709976
MV/LV Substation HA***4251,LV,53.34659195,-6.47670841
MV/LV Substation SU***4252,LV,53.29854202,-6.49647856
MV/LV Substation GR***4253,LV,53.2960701,-6.49977541
MV/LV Substation GR***4254,LV,53.29576492,-6.49788094
MV/LV Substation CA***4255,LV,53.33135223,-6.34573889
MV/LV Substation KI***4256,LV,53.31893921,-6.41970778
