location_id,lat,lon,traffic_volume
848,53.3138185,-6.2028282,1071.7
850,53.35254044,-6.232208607,177.3
851,53.40093736,-6.194885252,0.0
853,53.3750174,-6.2176512,0.0
856,53.35053347,-6.240965391,810.88
857,53.39719483,-6.233126521,1085.32
858,53.3977605,-6.2269591,1565.71
859,53.4025756,-6.1621619,777.97
860,53.3496167,-6.245754,288.96
861,53.3490603,-6.240951298,590.8
862,53.34889765,-6.238774959,133.52
863,53.34883901,-6.237783794,112.47
864,53.34878187,-6.236484842,7.87
865,53.348704,-6.235304,258.88
866,53.3485573,-6.2320903,115.81
867,53.3483042,-6.2297284,360.83
868,53.3461935,-6.2408362,1264.38
870,53.344494,-6.240785,1558.98
872,53.40593338,-6.163207774,212.37
873,53.34740649,-6.238067497,750.26
874,53.40741754,-6.215429635,0.0
875,53.40653831,-6.177218556,865.82
878,53.39955845,-6.27600378,456.78
879,53.3497552,-6.2775623,0.0
882,53.3344147,-6.245635833,738.82
883,53.330591,-6.260314,147.16
886,53.38393961,-6.183645255,325.77
888,53.4022901,-6.1764758,1064.12
889,53.4016729,-6.1712525,935.17
890,53.3981722,-6.161157,1087.0
891,53.3357057,-6.3802975,658.64
893,53.34595293,-6.237992362,322.17
895,53.33867237,-6.271995891,0.0
897,53.3474781,-6.2355354,798.11
898,53.3469375,-6.2301576,472.15
899,53.4001058,-6.257649,737.68
900,53.3988611,-6.2509568,565.47
901,53.39777504,-6.24676364,611.33
902,53.3602205,-6.265651,646.12
904,53.35688453,-6.2318516,894.52
906,53.37220112,-6.252867882,540.0
908,53.34734186,-6.257279905,370.5
909,53.34335666,-6.282957929,492.17
910,53.3397065,-6.3181054,538.63
911,53.34080624,-6.255313964,227.44
913,53.3704745,-6.3063851,279.57
914,53.3944801,-6.2124335,901.7
915,53.3843106,-6.2361099,401.72
916,53.3636356,-6.281263,192.74
917,53.3952611,-6.2454195,367.77
918,53.3791466,-6.2697465,200.96
919,53.34099019,-6.258308675,244.49
920,53.34177899,-6.258081961,211.75
921,53.345857,-6.259118,452.34
922,53.351222,-6.260882,311.72
923,53.35336987,-6.259660073,246.28
924,53.3501151,-6.2584238,168.27
925,53.35087364,-6.264865487,423.88
926,53.35975712,-6.27852258,320.43
927,53.36090012,-6.279289924,630.78
928,53.35348228,-6.272998577,1445.53
929,53.35365554,-6.274313851,124.76
930,53.3498234,-6.3544424,331.22
931,53.371392,-6.20727,314.37
932,53.35237199,-6.268940064,283.6
933,53.3311197,-6.2814447,598.43
934,53.3764827,-6.1905274,321.71
935,53.3497385,-6.2295047,251.95
936,53.347106,-6.261071,943.14
937,53.3715705,-6.1669178,208.82
938,53.3976349,-6.2661656,506.73
939,53.3990282,-6.1622475,764.08
940,53.3242753,-6.2399135,0.0
941,53.34529929,-6.246349529,78.59
